title	fact
UPS Deliveries in Israel	Article claims UPS will not deliver packages to some parts of Israel.
UPS Uniforms Stolen by Terrorists?	Terrorists have acquired a large number of 'missing' UPS uniforms.
US Airways	US Airways online reservation confirmation.
US Government Rolls Out Mandatory Adult Vaccination and Tracking Program	The U.S. government plans to make vaccinations mandatory for all adults.
USGS Mapmaker Fired	A United States Geological Survey mapmaker was fired for posting a map on the WWW showing that caribou breeding grounds fall in area of the Arctic National Wildlife Refuge which the Bush administration wants to open to oil exploration.
USPS Did Not Issue Bernie Sanders Forever Stamps	The United States Postal Service issued a 'forever stamp' featuring Bernie Sanders.
USS New York	Images show the USS New York, a ship built using steel from the World Trade Center.
Ugg Boots Crime Warning	Stalker tracks women by offering Ugg boots for sale.
Ultra Clorox Harmful to Pets	Ordinary use of Ultra Clorox bleach poses a general danger to household pets.
Unborn Baby Becomes Pregnant While Still Inside the Womb	Doctors discovered that a pregnant woman’s unborn daughter was also pregnant.
Unburned Pentagon Bible	An unburned Bible was found amidst the charred wreckage of the Pentagon after the September 11 terrorist attack.
Uncounted California Ballots	Days after the California primary, a large share of ballots had yet to be counted in several counties.
Understated Unemployment	The government understates the unemployment rate because they report how many people are collecting unemployment insurance rather than how many people are out of work.
Unfortunate Son	Activist Cindy Sheehan’s other son was killed while working to shore up a levee in New Orleans.
Ungrateful Elephant Kills Man	A man was killed by an elephant he mistook for one he had aided years earlier.
Uniformed Police Officers Banned From the Democratic National Convention	Uniformed police officers were not allowed on the floor at the Democratic National Convention.
Uniformed Veteran Kicked Out of Child’s School	A military veteran picking his child up from school was ejected lest other students find his uniform offensive.
United Airlines to Begin Charging for Use of Overhead Storage?	United Airlines will begin charging for overhead bin space.
United Nations Troops to Kill Americans Who Won’t Turn in Guns?	The United Nations will kill all Americans who refuse to turn over their guns.
United States Senate Candidate Favors a Woman’s Right to Cook Him Dinner?	A Republican candidate for U.S. Senate for Missouri, Courtland Sykes, said he 'supports women’s rights' but not if that means women become 'career obsessed banshees who forego home life and children and the happiness of family to become nail-biting manophobic hell-bent feminist she devils.'
United States to Reverse Ban on Wildlife Trophies?	The United States will reverse restrictions on bringing back legally-hunted elephant trophies.
University Forced Students to Wear Hijabs for Event?	Administrators at the University of Wisconsin forced students to wear hijabs during Islam Appreciation Week.
University Peaceniks	University peaceniks are chased from a restaurant by patrons singing God Bless America.
University of Wisconsin Booklet Photoshopped to Add Black Student	The photograph used for a University of Wisconsin application booklet was altered to include the face of a black student.
Unloaded Gasoline Barges	E-mail from tugboat sailor claims thousands of barges have been left loaded with unsold fuel in order to create shortages and drive up the price of gasoline.
Unloading Accident	Photographs show a man whose head was crushed when a piece of heavy construction equipment flipped atop him.
Upstate New York (Oswego) Snow	Photographs show the aftermath of record-setting snowstorms that hit the Oswego, New York, area in February 2007.
Upstate New York Murder-Suicide Linked to Las Vegas Mass Shooting?	The deaths of John Beilman and his daughter were linked to the Las Vegas mass shooting via a device found in Stephen Paddock's hotel room.
Urban Legend: Drilled Wire	A competitor one-ups a company proud of their new ultra-thin wire by drilling a hole through it.
Urination on Frozen Gas Cap	A roadside samaritan renders innovative assistance to a stranded motorcyclist.
Urine Test	A medical school instructor lectures the class on the importance of taste as a diagnostic tool and demonstrates his point by conducting a diabetes test which involves dipping his finger into a flask of urine and licking it.
Urine in Coffee Pot	A vengeful co-worker made it his practice to urinate into the office coffee pot.
Urine in Corona Beer	Workers at the Corona brewery urinate into the beer.
Urine on Restaurant Mints	Because some restaurant patrons don’t properly wash their hands, traces of urine are commonly found in the bowl of the after-dinner mints by the cash register.
Usain Bolt Donates All His $20 Million Olympic Earnings to His Former School	Usain Bolt donated his entire $20 million earnings from the Olympic Games to his Jamaican high school.
Usain Bolt, Shakira Donated Millions to Haiti After Hurricane Matthew	Usain Bolt donated $10 million and Shakira donated $15 million to help rebuild Haiti after Hurricane Matthew.
Using Regular People	Account of a Denver physician who helped a woman in distress.
Utah Evacuees	Hurricane Katrina evacuees brought to Utah arrived bearing drugs and guns and immediately proceeded to sell drugs, attempt rapes, and rebuild street gangs.
Utility Bill Payment Scam	A government grant will pay your utility bill in full for one month.
Utility Pole Buried in Snow	A photograph shows a man standing next to a utility pole that has been buried in 40 feet of snow.
VISA Scam	Phony e-mails purportedly from VISA’s “Department of International Investigations” are luring gullible victims into divulging their credit card information to scammers.
Valentin Mikhaylin Appeal	A student in Russia named Valentin Mikhaylin needs your financial assistance to heat his apartment, buy food, and provide medical care for his ailing mother.
Valentine’s Day Worm	“Valentine’s Day” worm.
Valuable U.S. Coins Placed into Circulation	A collector deliberately placed three valuable U.S. coins into circulation in New York in April 2006.
Van Buren’s Letter to President Jackson	In 1829, Martin Van Buren sent a letter to President Andrew Jackson about the necessity for preserving canals against the development of railroads.
Van Full of ‘Illegals’ Shows up to Vote Clinton at Six Polling Places	A van full of 'illegals' traveled from voting booth to voting booth in Arizona in order to vote (illegally) for Hillary Clinton.
Vanilla Pudding at Sperm Bank	Thieves mistakenly break into sperm bank and consume ‘vanilla pudding’ they find there.
Vaping Causes ‘Popcorn Lung’?	A study proved e-cigarette use (or vaping) leads to an incurable condition known as 'popcorn lung.'
Vatican Pornography Collection	The Vatican houses the world’s largest collection of pornography.
Veal Crates	Photograph shows crates in which calves are kept immobilized for six weeks before they are slaughtered for veal.
Velveeta and Reynolds Wrap Coupons	Two Internet-circulated coupons can be redeemed for free Velveeta and Reynolds Wrap products.
Venomous Asp Caterpillar	Photographs show a venomous caterpillar known as an asp.
Vermin Supreme	A candidate named Vermin Supreme is running for President in 2016 on a platform of free ponies for everyone.
Veterans’ Corpses Found Rotting in Chicago VA’s Morgue?	Dozens of veterans' bodies were left to rot in a Chicago-area VA hospital's morgue.
Veterans’ Dividend Hoax	Congress has approved special insurance dividend payments for veterans.
Victoria Woodhull Was the First Female Presidential Candidate, Not Hillary Clinton	Victoria Woodhull, not Hillary Clinton, was the first female presidential nominee.
Victoria’s Secret — Bright Young Things	Victoria’s Secret introduced a line of provocative lingerie for teenage girls.
Video Captured by Traffic Camera	Video shows a car striking another vehicle in an intersection, sending the second car careening into a pedestrian.
Video Emerges Showing Obama Flaunting Erection to Female Staffers?	President Obama was captured flaunting his erection to female reporters in a 2008 video.
Video Showing Bill Clinton Rape of 13-Year-Old Girl Plunges Presidential Race Into Chaos	A 'secretly made Israeli intelligence video recording' captures 'Bill Clinton raping a 13-year-old girl.'
Video Shows Alt-Right Group Engaging in ‘Hail Trump’ Salute	"Members of the alt-right group the National Policy Institute can be seen on video doing a Nazi-like salute as speaker Richard Spencer calls out ""Hail Trump, hail our people, hail victory!"""
Video Shows Amy Winehouse Singing at Age 10?	A video shows a 10-year-old Amy Winehouse singing 'What A Difference A Day Makes.'
Video Shows Baby Delivered Inside Intact Amniotic Sac	A viral video shows a newborn baby delivered inside an intact amniotic sac.
Video Shows Hurricane Irma Hitting Antigua and Barbuda?	A video shows Hurricane Irma destroying buildings in Antigua and Barbuda in September 2017.
Video Shows Person Who Climbed Chicago’s Bean?	A video shows the first person to climb 'the Bean' in Chicago.
Video Shows Phone Exploding in CeeLo Green’s Face?	Singer and former 'The Voice' star CeeLo Green was injured in a mobile phone explosion captured on video.
Video Shows Woman Torturing a Baby?	Video shows a woman wanted by the FBI for torturing a baby.
Video Shows ‘Fireball’ in the Sky As EgyptAir Flight Disappears from Radar	A video shows a ball of fire streaking across the sky at the same moment an Air Egypt flight went missing.
Video: Black Protesters Targeted Whites in Milwaukee?	A video captures African-American protesters targeting white people for mob violence during unrest in Milwaukee over the weekend of 13 August 2016.
Video: Dozens of Muslims Tortured in Burma?	A video shows dozens of Muslims being tortured in Burma.
Vietnam Memorial Vandalized with Graffiti	The Vietnam Veterans Memorial was defaced with graffiti.
Vietnam Vote Terrorism Disruption	A 1967 news article reported terrorist efforts to disrupt elections in South Vietnam.
Viking Ship Discovered Near Mississippi River	Remains of a Viking ship were discovered on the banks of the Mississippi River near Memphis.
Vin Diesel Death Hoax	Actor Vin Diesel has died.
Vince Gilligan Announces ‘Breaking Bad’ Season 6?	The creator of Breaking Bad announced the series will return for a sixth season.
Vintage Pyrex Contains Unsafe Levels of Lead?	Vintage Pyrex contains unsafe levels of lead, making it dangerous for any sort of food serving or storing purpose.
Viral Story on ‘The Largest Number You Can Represent with Three Digits’ Doesn’t Check Out	Ed Trice successfully lobbied to have all standardized math tests in the country changed after his daughter's 'correct' answer to the question 'What's the largest number you can represent with 3 digits?' was marked wrong.
Viral Video: Pouring Molten Copper Over a Big Mac	A viral video showing molten copper being poured over a Big Mac definitively proves that McDonald's food is indestructible and indigestible.
Virginia GOP Bill Would Require Schools to Verify Children’s Genitals Before Using the Restroom?	A Virginia lawmaker proposed a bill that mandates on-site physical examinations of children's genitals to determine which gendered bathroom they're authorized to use.
Virus Hoaxes and Realities	Virus Hoaxes and Realities
Virus Warning: FTC/DOJ/DOT Complaint Download	FTC/DOJ/DOT Complaint.
Visa Fraud Investigation Scam	Callers pretend to be fraud investigation agents for Visa and MasterCard in order to obtain credit card security codes.
Vitamin Water and Anti-Freeze	Vitamin water containing anti-freeze killed a New Mexico woman.
Vivian Vance’s Weight	I Love Lucy co-star Vivian Vance was contractually obligated to remain at least 20 pounds overweight.
Vladimir Putin Didn’t Call Obama an Idiot for Socialist Policies	Vladimir Putin called President Obama an idiot for touting socialist policies.
Voice of Experience	Native American warns U.S. vice-president about American immigration policy.
Voicemail Records Confrontration After Traffic Accident	Voicemail message describes a confrontation between a male motorist and four women after a minor traffic accident.
Voided Ticket Lottery Win	A lottery ticket that would have won $30 million was voided because the buyer didn’t want it.
Volat-Araneus — The Flying Spider	Photograph shows the killer Volat-Araneus “flying spider” due to migrate to the UK this year.
Volcanic Ash Airplane Damage	Photographs show an airplane engine damaged by volcanic ash.
Volcano Clouds and Lightning Bolts	Photographs show a volcanic lightning storm in Chile.
Volcano Spews Blue Lava	Photograph shows a volcano in Indonesia that spews blue lava.
Volkswagen Passat	The U.S. government prohibits high mileage Volkswagen Passat automobiles from being purchased by U.S. customers.
Volkswagen Polo ‘Terrorist’ Commercial	A commercial produced by Volkswagen employs suicide bomber imagery.
Volkswagen’s Levitating Car	A video shows a levitating car developed by Volkswagen in China.
Vote Ron Paul	Photograph shows a Ron Paul supporter sneaking a message into a photograph with Barack Obama.
Vote by Telephone	Voters can cast their ballots in the November 2012 general election by telephone.
Voted Early for Hillary Clinton? Want to Change Your Mind?	After FBI Director Jim Comey announced that he was reviewing e-mails potentially linked to Hillary Clinton, several states announced that they were allowing people to change their early votes.
Voter Suppression in New York?	New York voters will be turned away from the polls if they wear shirts endorsing specific candidates, and polling hours have been deliberately shortened to suppress primary votes.
Voting Split Across Two Days	Election Day is being split across two separate days this year.
Voting for Change	The 2008 U.S. economic downturn resulted from Democratic control of Congress in 2007.
W. David Hager	President Bush has appointed W. David Hager, a physician and anti-abortion activist, to an FDA committee on reproductive drugs.
WEN Hair Loss Lawsuit	The WEN hair care brand of cleansing conditioner causes hair loss.
WIll a NYC Firefighter Memorial Be Historically Inaccurate?	A memorial to New York City firefighters will be rendered in a historically inaccurate way.
WTC Survivor Dies on AA Flight 587	A woman who had survived the destruction of the World Trade Center died on American Airlines Flight 587 just two months later.
WTC Survivor Ferry Death	A survivor of the September 11 terrorist attacks on the World Trade Center died in a ferry crash.
WTC Survivor Virus	“WTC Survivor.”
WWII Veteran Emerges from Coma After 69 Years	A veteran injured during the 1945 battle of Iwo Jima finally came out of his coma 69 years later.
Waiter Stands Up for 5-Year-Old Boy with Down Syndrome	A Houston restaurant server declined to wait on customers who made derogatory comments about a child with Down syndrome.
Wake Up, America! – Ken Blackwell	Editorial criticizes Barack Obama’s political stances.
Wal-Mart Abduction	Woman narrowly escapes abduction attempt in the parking lot of a Cedar Falls Wal-Mart.
Wal-Mart American Flags	Wal-Mart employees must pony up to buy flags, flagpoles, and floodlights, or else their stores have to do without American flag displays.
Wal-Mart Check Theft Scam	Accounts of check fraud being perpetrated at Walmart stores by employees and customers.
Wal-Mart Globes Label Israel as Palestine	Wal-Mart is selling globes with Israel labelled as ‘Palestine.’
Wal-Mart Merry Christmas Ban	A Christian group called for a boycott of Wal-Mart after the mega-retailer instructed employees to say “Happy Holidays” in place of “Merry Christmas” and a woman who complained about the practice received a dismissive e-mail.
Wal-Mart Milk and rBST	Milk sold at Wal-Mart contains rBST, a dangerous growth hormone.
Wal-Mart Resells Donation	Wal-Mart resold toys left with it to be donated to needy kids.
Wal-Mart Shopping Spree Scam	Con artists gather marks’ banking information by promising $200 Wal-Mart shopping sprees in return for $3.49 processing charges.
Wal-Mart Supports Gays	Wal-Mart has partnered with the National Gay & Lesbian Chamber of Commerce.
Wal-Mart vs. the Morons	E-mail provides statistics about the size of the Wal-Mart chain of general merchandise retail stores.
WalMart Ice Cream Sandwiches Don't Melt?	Great Value brand ice cream sandwiches sold by WalMart don’t melt.
WalMart Is Funding Al Sharpton?	Walmart is funding Al Sharpton.
WalMart Puts Christian Employees on ‘Watch List’?	WalMart has put all their Christian employees on a ‘watch list’ for the reporting of anti-gay behavior.
WalMart Using RFID Tagging	Wal-Mart is trying out products embedded with RFID tracking chips.
Walken for President	Actor Christopher Walken is planning on making a bid for the U.S. presidency in 2008.
Walking Dead Actress Contracts Ebola While Filming Scene in Africa	The Walking Dead actress Danai Gurira contracted Ebola while filming on location in Africa.
Walking Stick	Texas dog has unfortunate encounter with a walkingstick from Belize.
Walking Through Glass	Video clip shows a man walking through a solid glass window.
Wally Pipp’s Career-Ending ‘Headache’	Lou Gehrig's consecutive game streak began when Yankee first baseman Wally Pipp sat out a game with a headache.
Walmart Donated $10,000 to Defend Darren Wilson?	Sam’s Club and Walmart donated $10,000 to the Darren Wilson defense fund.
Walmart Immigration Raids	WalMart has authorized U.S. law enforcement to enter its stores and arrest any illegal immigrants found within.
Walmart Returns Are Full of Donated Toys?	Photographs show toys from Christmas drives for the needy that were exchanged at Walmart for tobacco and alcohol.
Walmart Thanksgiving/Black Friday Coupon Scams	Walmart stores are distributing free coupons via Facebook as part of Thanksgiving or Black Friday promotions.
Walt Disney’s Illegitimate Birth?	Walt Disney was an illegitimate child, born out of wedlock to a woman from a town near Almeria in southern Spain and adopted by Flora and Elias Disney.
Walt Disney’s Will – First Pregnant Man	Walt Disney’s will specified that a substantial bequest go to the first man to become pregnant or bear a child.
Walter Reed Bible Ban	Walter Reed Medical Center guidelines prohibit the use or distribution of religious items during visits with patients.
Walter Reed – Chaplain John L. Kallerson	An Army chaplain wrote an e-mail decrying the government’s handling of the Walter Reed Medical Center scandal.
War Games	Chart shows an “interesting look at world leaders” during World War II.
Warning Concerning Obamacare	Item describes penalties for non-compliance with the PPACA individual health insurance mandate.
Warning: Kay Jewelers Free Ring Gift	A woman was nearly kidnapped by human traffickers using a ring placed on her windshield as bait.
Warren Uncommissioned	Canadian columnist David Warren penned article in support of President Bush’s handling of Katrina disaster relief efforts.
Warsaw Ghetto Uprising	Image shows front-page New York Times articles from 1943 about the Warsaw Ghetto Uprising.
Was 425-Pound Teacher Suspended for Sitting on Student and Farting in His Mouth?	A 425-pound Iowa teacher was suspended after pinning a student down and 'farting in his mouth.'
Was Actor Corey Feldman Stabbed Over Pedophilia Claims?	Corey Feldman was stabbed by assailants angered by his claims that he was victim of pedophilia.
Was Adam Schiff’s Sister Married to George Soros’s Son?	Adam Schiff's sister Melissa was married to George Soros's son, Robert.
Was Adolf Hitler Named ‘Man of the Year’ by TIME Magazine in 1938?	Adolf Hitler was named 'Man of the Year' by Time magazine in 1938.
Was Alec Baldwin Arrested at the 2017 Emmys for Threatening President Donald Trump?	The United States Secret Service arrested Alec Baldwin for threatening President Donald Trump at the 2017 Emmy Awards.
Was Alexandria Ocasio-Cortez Once Fired from Hot Dog on a Stick?	A photograph shows Alexandria Ocasio-Cortez working at the Hot Dog on a Stick restaurant shortly before she was fired for incompetence.
Was Amy Schumer Photographed Ripping Up a Fetus?	Actress Amy Schumer posed for a magazine spread depicting her ripping apart a fetus.
Was Angela Merkel’s Hair Censored on Saudi Arabia State Television?	A screenshot of a Saudi news story showing Germany's leader with pixelated hair is a hoax.
Was Anibe Alexandra Odoma Kidnapped In Houston?	Five-year-old Anibe Alexandra Odoma was taken from her family's home in Houston.
Was Anthony Bourdain About to Expose an Elite Pedophile Ring?	TV celebrity and food writer Anthony Bourdain was planning to run an exposé of an pedophile ring at the time of his death.
Was AriZona Tea Exposed by the FDA for Using Human Urine in Products?	The FDA recently discovered that the Arizona Beverage Company uses human urine in many of their products.
Was Arnold Schwarzenegger Forced to Sleep Outside a Hotel He Had Helped Open?	Arnold Schwarzenegger slept in a sleeping bag outside a hotel he had once opened, because staff refused to give him a free room.
Was Aspartame Invented As an Ant Poison?	The artificial sweetener aspartame was originally developed as an ant poison.
Was Barack Obama Arrested in a Japanese Drug Bust?	President Obama was arrested in Japan in connection with the seizure of massive amounts of cocaine on his yacht.
Was Barack Obama Described as an ‘Empty Suit’?	Editorial by Dr. Jack Wheeler describes Barack Obama as an 'eloquently tailored empty suit.'
Was Barack Obama Named in a Lawsuit for ‘Inciting Violence’ Against Police?	President Obama is being sued for 'inciting violence' against police.
Was Barack Obama President During Hurricane Katrina?	Barack Obama was president when Hurricane Katrina hit New Orleans in 2005.
Was Barack Obama a Black Panther?	A 1998 photograph shows a young  Barack Obama as a member of the Black Panther Party.
Was Barack Obama a Black Panther?	A photograph captures a young Barack Obama as a Black Panther party member.
Was Barack Obama the First Ex-President to ‘Publicly Speak Against’ His Successor?	In criticizing Donald Trump, Barack Obama became the first former U.S. president to publicly 'speak against' his successor.
Was Belakwa, New York, Abandoned Due to Hydrofracking?	A sign marks the location of the now-abandoned town of Belakwa, New York, rendered uninhabitable due to hydrofracking.
Was Bernie Sanders Arrested for Throwing Eggs at Civil Rights Protesters?	A photograph shows Bernie Sanders being arrested for throwing eggs at civil rights protesters.
Was Beto O’Rourke Arrested Twice and Part of a Band Called El Paso Pussycats?	Beto O'Rourke was in a band called the El Paso Pussycats and was arrested at least twice in the 1990s.
Was Betsy Ross a Quaker Who Was Opposed to Slavery?	Betsy Ross made the first American flag (or one of the first American flags), known as the 'Betsy Ross flag,' and was a Quaker who opposed slavery.
Was Bill Clinton a ‘Felonious Draft Dodger’?	Bill Clinton was the 'first pardoned federal felon ever to serve as President of the U.S.'
Was Bill Clinton’s ‘Love Child’ Found Dead?	Danney Williams, a 31-year-old man from Little Rock, Arkansas who has claimed to be President Bill Clinton's illegitimate son, has died.
Was Bill Cosby’s Hollywood Walk of Fame Star Removed?	Photograph depicts the removal of Bill Cosby's Hollywood 'Walk of Fame' Star.
Was Blondie’s Deborah Harry Nearly Abducted by Ted Bundy?	Deborah Harry was nearly abducted by serial killer Ted Bundy in New York and narrowly escaped with her life.
Was Bobby Shmurda Stabbed to Death in Rikers Island Jail by His Cell Mate?	Singer Bobby Shmurda was stabbed to death at Rikers Island by his cellmate.
Was Bowe Bergdahl Promoted by President Obama?	President Obama promoted former Taliban captive Bowe Bergdahl to staff sergeant.
Was Brooke Shields Photographed Nude at 10 Years Old?	Playboy published nude photographs of 10-year-old actress Brooke Shields.
Was Buddy Ebsen the Original ‘Wizard of Oz’ Tin Man?	Buddy Ebsen was slated to play the Tin Woodman in the 1939 film version of The Wizard of Oz, but he had to be replaced after the aluminum makeup used with his costume made him gravely ill.
Was CNN Raided by the FCC for ‘Deceiving the American Public’?	The FCC raided CNN's head offices on the grounds that the TV news network was 'violating press guidelines.'
Was California’s Iconic ‘Hollywood’ Sign Altered to Read ‘Hollyweed’?	"Pranksters briefly changed California's iconic ""Hollywood"" sign to read ""Hollyweed."""
Was California’s Iconic ‘Hollywood’ Sign Altered to Read ‘Hollyweed’?	Pranksters briefly changed California's iconic 'Hollywood' sign to read 'Hollyweed.'
Was Calvin Coolidge’s Son Killed by His Socks?	President Calvin Coolidge’s son was killed by a poisonous dye in his black socks.
Was Canada Under an E. Coli-Related Boil Water Notice in the Spring of 2019?	Canada was placed under a nationwide boil-water notice in the spring of 2019.
Was Casey Anthony Found Dead at Age 29?	Infamous mother Casey Anthony has died at age 29.
Was Cesar Sayoc a Lifelong Democrat Who “Recently” Covered His Van in Trump Stickers?	Cesar Sayoc was a lifelong Democrat who “recently” plastered his van with pro-Trump stickers before sending bombs to Democrats and media figures.
Was Cesar Sayoc an Obama-Supporting Stripper Before Trump’s Rise?	Cesar Sayoc, the man accused of mailing bombs to prominent Democratic lawmakers and media organizations critical of President Trump, used to be a stripper and was “long known to support Obama.”
Was Cesar Sayoc’s Van ‘Staged’ as Part of a ‘False Flag’ Operation?	A van belonging to the suspect arrested in the October 2018 series of mail bombings was created as part of a 'false flag' plot.
Was Chelsea Clinton ‘Thrown to the Floor’ and Handcuffed?	'A furious Chelsea Clinton' was handcuffed and dragged away after Sen. Hal Lindsay exposed Clinton corruption.
Was Ciara Born a Man?	Popular R&B singer Ciara was born male.
Was Clinton Campaign Chairman John Podesta Involved in Satanic ‘Spirit Cooking’?	Hillary Clinton and John Podesta practice a satanic ritual known as 'spirit cooking.'
Was Coca-Cola Carbonated by Accident?	Coca-Cola became a carbonated drink when a soda jerk accidentally mixed Coca-Cola syrup with soda water.
Was Colin Kaepernick Arrested in Massive $200K Drug Bust?	Colin Kaepernick was arrested in a $200,000 drug bust.
Was Comedian Kevin Hart Paralyzed After a Car Crash?	Comedian Kevin Hart was paralyzed after a car crash in September 2019.
Was Comedian Michelle Wolf Once Arrested for Bestiality?	A newspaper article from 2015 reported that comedian Michelle Wolf had been arrested for bestiality
Was DNC Worker Seth Conrad Rich Gunned Down on His Way to Meet the FBI?	DNC staffer Seth Rich was gunned down to prevent him from meeting with the FBI over plans to testify against Hillary Clinton.
Was Dayton Mass Shooter a Self-Described ‘Pro-Satan Leftist Who Supported Elizabeth Warren’?	Connor Betts, the suspect in the Dayton mass shooting in August 2019, has on social media described himself as a leftist, expressed “pro-Satan” views, and has stated support for Elizabeth Warren.
Was Dead Kennedys’ Jello Biafra Sued By His Bandmates Over a Levi’s Commercial?	Dead Kennedys frontman Jello Biafra was sued by his bandmates because he didn’t want one of their songs used in a Levi’s commercial.
Was Diamond Rio’s ‘In God We Still Trust’ Shunned by Radio?	Radio stations shunned the Diamond Rio song 'In God We Still Trust' because of its religious subject matter.
Was Donald Trump Against the Iraq War from the Beginning?	Donald Trump expressed strong opposition to the war in Iraq before it began in 2003.
Was Donald Trump Born in Pakistan?	Donald Trump was born 'Dawood Ibrahim Khan' in Pakistan.
Was Donald Trump Born in the Philippines?	Donald Trump was born in the Philippines, and not Queens, New York, as he claims.
Was Donald Trump Cut from ‘Home Alone 2’ for Political Reasons?	"The CBC cut a scene featuring Donald Trump from its December 2019 broadcast of the movie ""Home Alone 2"" for political reasons."
Was Donald Trump Fined for ‘Stealing’ Money Intended for Veterans?	"The New York Supreme Court ordered President Donald Trump to pay $2 million as punishment for ""stealing"" charitable donations intended for veterans groups."
Was Donald Trump Seen at a Swiss Resort with Vladimir Putin Before the Election?	Donald Trump was spotted at a Swiss resort with Vladimir Putin before the 2016 election.
Was Donald Trump at Ground Zero Searching for Survivors Two Days After 9/11 with Workers He Paid For?	Donald Trump and hundreds of his workers helped search the rubble for survivors after the September 11 terrorist attacks in Lower Manhattan.
Was Donald Trump the First President Since 1991 to Speak at the Future Farmers of America Convention?	In October 2018, Donald Trump became the first sitting U.S. president in 27 years to speak at the national Future Farmers of America national convention.
Was Donald Trump the First President in 56 Years Not to Visit Arlington National Cemetery on Veterans Day?	November 2018 marked the first Veterans Day in 56 years upon which the sitting U.S. president did not attend a wreath-laying ceremony at the Tomb of the Unknown Soldier in Arlington National Cemetery.
Was Donald Trump ‘Ordered’ to Stay Away from Barbara Bush’s Funeral?	President Donald Trump was 'ordered' by the Bush family not to attend former first lady Barbara Bush's funeral.
Was Donald Trump’s Family Surname Once ‘Drumpf’?	Donald Trump's ancestors changed their surname from 'Drumpf' to 'Trump.'
Was Donald Trump’s Father Arrested at a KKK Rally?	Donald Trump's father was arrested following a Ku Klux Klan-related altercation in 1927.
Was Donald Trump’s Inauguration the Most Viewed in History?	Donald Trump's 2017 swearing-in was the most viewed presidential inauguration in history.
Was Donald Trump’s Mother an Undocumented Immigrant?	Mary Anne MacLeod, President Donald Trump’s mother, illegally immigrated to the United States in 1929.
Was Donald Trump’s Proposed Re-Election Slogan Used for a ‘Purge’ Film?	"President Donald Trump's proposed 2020 re-election campaign slogan (""Keep America Great"") was used in a 'Purge' film."
Was Dustin Diamond Charged with Murder After a Stabbing Victim Died?	Dustin Diamond (aka 'Screech') was charged with second-degree murder after stabbing a man at a bar.
Was El Paso One of the ‘Most Dangerous Cities’ in U.S. Before a Border Fence Was Built?	El Paso was one of the U.S. most dangerous cities before a border fence was built there.
Was Ellen DeGeneres Surrounded by Armed Guards at an Anti-Gun Rally?	A photograph shows Ellen DeGeneres surrounded by guards with guns — at an anti-gun rally.
Was Emma González Filmed Ripping Up the U.S. Constitution?	Emma González, a survivor of the Parkland school shooting, was filmed ripping up a copy of the U.S. Constitution.
Was Emma González Wearing a Cuban Flag Patch During Her ‘March for Our Lives’ Speech?	Emma González wore a Cuban flag patch on her jacket while speaking at the March for Our Lives rally in March 2018.
Was Ex-Apprentice Summer Zervos Paid $500,000 by Gloria Allred to Accuse Trump?	Summer Zervos was paid $500,000 to fabricate her sexual harassment claim against Donald Trump.
Was Ex-California State Senator and Gun Control Advocate Leland Yee Arrested for Gun Trafficking?	Former California state senator Leland Yee, a gun control advocate, was arrested for gun trafficking.
Was Fake Snow Made From Asbestos Marketed As Christmas Decor?	A photograph shows vintage box of fake snow decor made of the carcinogen asbestos.
Was Flight MH370 Found with an Eerie Black Box Recording Saying: “SOS, They Are Not Human”?	A black box recording has surfaced featuring an eerie message that suggests the disappearance of Malaysia Flight MH370 involved extraterrestrials.
Was Football Star Brian Banks Wrongfully Convicted of Rape?	Star football player Brian Banks was convicted of raping a woman who confessed on Facebook that she fabricated her accusation -- after he served six years in prison.
Was Fox News Banned as ‘Propaganda’ in Australia and New Zealand?	"Fox News Channel was banned in Australia and New Zealand after being deemed ""propaganda."""
Was Fox News Removed From ‘Armed Forces Radio’ Over Vindman Segment?	Fox News was removed from 'Armed Forces Radio' due to the network's coverage of Lt. Col. Alexander Vindman's testimony in the impeachment inquiry into U.S. President Donald Trump.
Was Freddy Krueger from ‘Nightmare on Elm Street’ Based on a Real Serial Murderer?	'Nightmare on Elm Street' character Freddy Krueger was based on a real life serial murderer.
Was George Soros Arrested in Switzerland in February 2019?	George Soros was arrested in Switzerland in February 2019.
Was George Soros an SS Officer or Nazi Collaborator During World War II?	During World War II, George Soros was a member of the SS (a Nazi paramilitary organization) or a Nazi collaborator who helped confiscate property from Jews.
Was George W. Bush Arrested for Cocaine Possession?	Former president George W. Bush was arrested in Dallas for cocaine possession.
Was Gilligan’s First Name ‘Willy’?	The full name of the title character in the television series Gilligan’s Island was ‘Willy Gilligan.’
Was Global Warming Data ‘Faked’ to ‘Fit Climate Change Fictions’?	NASA and NOAA faked climate data in the GISTEMP global temperature record to exaggerate global warming.
Was HHS Drug Pricing Czar Daniel Best’s Death Ruled a Suicide Despite Evidence of Foul Play?	A medical examiner's conclusion that Health and Human Services drug pricing adviser Daniel Best died of multiple blunt force injuries contradicts the official ruling that he committed suicide.
Was Harriet Tubman a Gun-Toting Republican?	A photograph captures Harriet Tubman as a 'Gun-Toting, Democrat-Shooting' Republican.
Was Hillary Clinton Caught on Tape Laughing About Irma’s ‘Wiping Out All of Those Florida Hillbillies?‘	Hillary Clinton made fun of hurricane Irma victims and called them 'Florida hillbillies.'
